,date,ticker,document,Industry
10,3/31/21,MSFT,"{'usage': {'text_units': 2, 'text_characters': 19465, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.719739, 'joy': 0.005973, 'fear': 0.306799, 'disgust': 0.111275, 'anger': 0.17208}}}}",Tech
11,3/31/20,MSFT,"{'usage': {'text_units': 2, 'text_characters': 18160, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.694315, 'joy': 0.004411, 'fear': 0.296578, 'disgust': 0.121418, 'anger': 0.213558}}}}",Tech
12,12/31/19,MSFT,"{'usage': {'text_units': 2, 'text_characters': 16499, 'features': 2}, 'sentiment': {'document': {'score': -0.938229, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.688712, 'joy': 0.004542, 'fear': 0.298475, 'disgust': 0.125708, 'anger': 0.213779}}}}",Tech
13,9/30/19,MSFT,"{'usage': {'text_units': 2, 'text_characters': 15531, 'features': 2}, 'sentiment': {'document': {'score': -0.849921, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.694245, 'joy': 0.004511, 'fear': 0.293803, 'disgust': 0.11706, 'anger': 0.221006}}}}",Tech
14,3/31/19,MSFT,"{'usage': {'text_units': 2, 'text_characters': 18097, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.664854, 'joy': 0.006696, 'fear': 0.305344, 'disgust': 0.141368, 'anger': 0.216371}}}}",Tech
15,12/31/18,MSFT,"{'usage': {'text_units': 2, 'text_characters': 17039, 'features': 2}, 'sentiment': {'document': {'score': -0.98749, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.666529, 'joy': 0.007285, 'fear': 0.302132, 'disgust': 0.138384, 'anger': 0.219667}}}}",Tech
16,12/31/20,MSFT,"{'usage': {'text_units': 2, 'text_characters': 17548, 'features': 2}, 'sentiment': {'document': {'score': 0.746606, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.729756, 'joy': 0.005577, 'fear': 0.286934, 'disgust': 0.106409, 'anger': 0.186567}}}}",Tech
17,9/30/20,MSFT,"{'usage': {'text_units': 2, 'text_characters': 16509, 'features': 2}, 'sentiment': {'document': {'score': 0.488115, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.726939, 'joy': 0.005042, 'fear': 0.287238, 'disgust': 0.107749, 'anger': 0.190026}}}}",Tech
18,9/30/18,MSFT,"{'usage': {'text_units': 2, 'text_characters': 16129, 'features': 2}, 'sentiment': {'document': {'score': -0.96301, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.667409, 'joy': 0.005767, 'fear': 0.305907, 'disgust': 0.136796, 'anger': 0.219461}}}}",Tech
19,3/31/18,MSFT,"{'usage': {'text_units': 2, 'text_characters': 18794, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.658238, 'joy': 0.009441, 'fear': 0.340574, 'disgust': 0.123923, 'anger': 0.19304}}}}",Tech
20,3/31/21,AMZN,"{'usage': {'text_units': 2, 'text_characters': 13978, 'features': 2}, 'sentiment': {'document': {'score': -0.835189, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.835924, 'joy': 0.003735, 'fear': 0.197929, 'disgust': 0.074173, 'anger': 0.140059}}}}",Tech
21,9/30/20,AMZN,"{'usage': {'text_units': 2, 'text_characters': 13759, 'features': 2}, 'sentiment': {'document': {'score': -0.698376, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.834312, 'joy': 0.003643, 'fear': 0.188667, 'disgust': 0.072843, 'anger': 0.153347}}}}",Tech
22,6/30/20,AMZN,"{'usage': {'text_units': 2, 'text_characters': 14550, 'features': 2}, 'sentiment': {'document': {'score': -0.698376, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.817145, 'joy': 0.003155, 'fear': 0.186622, 'disgust': 0.078257, 'anger': 0.184224}}}}",Tech
23,3/31/20,AMZN,"{'usage': {'text_units': 2, 'text_characters': 15011, 'features': 2}, 'sentiment': {'document': {'score': -0.634134, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.804161, 'joy': 0.002563, 'fear': 0.219567, 'disgust': 0.077316, 'anger': 0.171567}}}}",Tech
24,9/30/19,AMZN,"{'usage': {'text_units': 2, 'text_characters': 13375, 'features': 2}, 'sentiment': {'document': {'score': -0.818233, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.830462, 'joy': 0.003236, 'fear': 0.220285, 'disgust': 0.072599, 'anger': 0.129011}}}}",Tech
25,6/30/19,AMZN,"{'usage': {'text_units': 2, 'text_characters': 13780, 'features': 2}, 'sentiment': {'document': {'score': -0.818233, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.814171, 'joy': 0.002403, 'fear': 0.179519, 'disgust': 0.081774, 'anger': 0.194589}}}}",Tech
26,3/31/19,AMZN,"{'usage': {'text_units': 2, 'text_characters': 14582, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.7988, 'joy': 0.002696, 'fear': 0.156711, 'disgust': 0.089002, 'anger': 0.23251}}}}",Tech
27,9/30/18,AMZN,"{'usage': {'text_units': 2, 'text_characters': 14005, 'features': 2}, 'sentiment': {'document': {'score': -0.817018, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.812803, 'joy': 0.004649, 'fear': 0.236994, 'disgust': 0.075966, 'anger': 0.125314}}}}",Tech
28,6/30/18,AMZN,"{'usage': {'text_units': 2, 'text_characters': 14513, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.802075, 'joy': 0.003351, 'fear': 0.190053, 'disgust': 0.085392, 'anger': 0.192444}}}}",Tech
29,3/31/18,AMZN,"{'usage': {'text_units': 2, 'text_characters': 14900, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.810754, 'joy': 0.003998, 'fear': 0.195052, 'disgust': 0.090378, 'anger': 0.167237}}}}",Tech
30,3/31/21,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 8757, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.487276, 'joy': 0.103753, 'fear': 0.148986, 'disgust': 0.111592, 'anger': 0.251955}}}}",Tech
31,9/30/20,GOOGL,"{'usage': {'text_units': 3, 'text_characters': 21262, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.836065, 'joy': 0.001683, 'fear': 0.208299, 'disgust': 0.082976, 'anger': 0.14396}}}}",Tech
32,6/30/20,GOOGL,"{'usage': {'text_units': 3, 'text_characters': 20887, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.846407, 'joy': 0.001659, 'fear': 0.204495, 'disgust': 0.081728, 'anger': 0.132363}}}}",Tech
33,3/31/19,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 7817, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.490792, 'joy': 0.050253, 'fear': 0.247419, 'disgust': 0.109859, 'anger': 0.125837}}}}",Tech
34,9/30/18,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 8094, 'features': 2}, 'sentiment': {'document': {'score': -0.619343, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.449898, 'joy': 0.052916, 'fear': 0.218854, 'disgust': 0.089984, 'anger': 0.136772}}}}",Tech
35,6/30/18,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 8087, 'features': 2}, 'sentiment': {'document': {'score': -0.619343, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.444046, 'joy': 0.056797, 'fear': 0.233579, 'disgust': 0.086604, 'anger': 0.127077}}}}",Tech
36,3/31/18,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 8164, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.489614, 'joy': 0.056911, 'fear': 0.209169, 'disgust': 0.07802, 'anger': 0.120636}}}}",Tech
37,3/31/20,GOOGL,"{'usage': {'text_units': 3, 'text_characters': 21225, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.842556, 'joy': 0.00194, 'fear': 0.219511, 'disgust': 0.079457, 'anger': 0.123988}}}}",Tech
38,6/30/19,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 7757, 'features': 2}, 'sentiment': {'document': {'score': -0.615655, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.56521, 'joy': 0.041086, 'fear': 0.213782, 'disgust': 0.113573, 'anger': 0.163972}}}}",Tech
39,6/30/19,GOOGL,"{'usage': {'text_units': 1, 'text_characters': 7570, 'features': 2}, 'sentiment': {'document': {'score': -0.615655, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.520844, 'joy': 0.042699, 'fear': 0.237342, 'disgust': 0.104566, 'anger': 0.141868}}}}",Tech
40,3/31/21,FB,"{'usage': {'text_units': 4, 'text_characters': 33913, 'features': 2}, 'sentiment': {'document': {'score': -0.380495, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.825968, 'joy': 0.002693, 'fear': 0.14323, 'disgust': 0.08671, 'anger': 0.219685}}}}",Tech
41,6/30/20,FB,"{'usage': {'text_units': 4, 'text_characters': 30850, 'features': 2}, 'sentiment': {'document': {'score': -0.557363, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.815053, 'joy': 0.002677, 'fear': 0.187001, 'disgust': 0.080983, 'anger': 0.197511}}}}",Tech
42,3/31/20,FB,"{'usage': {'text_units': 4, 'text_characters': 31010, 'features': 2}, 'sentiment': {'document': {'score': -0.511983, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.821129, 'joy': 0.002684, 'fear': 0.1802, 'disgust': 0.081318, 'anger': 0.195174}}}}",Tech
43,9/30/19,FB,"{'usage': {'text_units': 3, 'text_characters': 26094, 'features': 2}, 'sentiment': {'document': {'score': -0.516998, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.804134, 'joy': 0.004088, 'fear': 0.229849, 'disgust': 0.077386, 'anger': 0.168063}}}}",Tech
44,6/30/19,FB,"{'usage': {'text_units': 3, 'text_characters': 24707, 'features': 2}, 'sentiment': {'document': {'score': -0.516998, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.82123, 'joy': 0.004002, 'fear': 0.224438, 'disgust': 0.075379, 'anger': 0.148224}}}}",Tech
45,3/31/19,FB,"{'usage': {'text_units': 3, 'text_characters': 22965, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.823369, 'joy': 0.005252, 'fear': 0.216649, 'disgust': 0.076472, 'anger': 0.150057}}}}",Tech
46,9/30/18,FB,"{'usage': {'text_units': 3, 'text_characters': 22637, 'features': 2}, 'sentiment': {'document': {'score': -0.391208, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.826447, 'joy': 0.00567, 'fear': 0.212077, 'disgust': 0.074531, 'anger': 0.150876}}}}",Tech
47,6/30/18,FB,"{'usage': {'text_units': 3, 'text_characters': 21920, 'features': 2}, 'sentiment': {'document': {'score': -0.391208, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.830187, 'joy': 0.006597, 'fear': 0.237794, 'disgust': 0.06683, 'anger': 0.120257}}}}",Tech
48,3/31/18,FB,"{'usage': {'text_units': 3, 'text_characters': 22738, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.842806, 'joy': 0.006297, 'fear': 0.211191, 'disgust': 0.069327, 'anger': 0.128149}}}}",Tech
49,9/30/20,FB,"{'usage': {'text_units': 4, 'text_characters': 32614, 'features': 2}, 'sentiment': {'document': {'score': -0.557363, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.833904, 'joy': 0.002646, 'fear': 0.161182, 'disgust': 0.082038, 'anger': 0.194505}}}}",Tech
50,3/31/19,CVX,"{'usage': {'text_units': 2, 'text_characters': 11155, 'features': 2}, 'sentiment': {'document': {'score': -0.768578, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.767865, 'joy': 0.003511, 'fear': 0.168449, 'disgust': 0.12625, 'anger': 0.224319}}}}",Energy
51,9/30/18,CVX,"{'usage': {'text_units': 2, 'text_characters': 11920, 'features': 2}, 'sentiment': {'document': {'score': -0.898878, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.717704, 'joy': 0.001747, 'fear': 0.133616, 'disgust': 0.154209, 'anger': 0.300662}}}}",Energy
52,3/31/18,CVX,"{'usage': {'text_units': 2, 'text_characters': 11143, 'features': 2}, 'sentiment': {'document': {'score': -0.760796, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.722173, 'joy': 0.001678, 'fear': 0.13, 'disgust': 0.136352, 'anger': 0.314241}}}}",Energy
53,9/30/20,CVX,"{'usage': {'text_units': 2, 'text_characters': 11294, 'features': 2}, 'sentiment': {'document': {'score': -0.760466, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.774352, 'joy': 0.002486, 'fear': 0.27085, 'disgust': 0.099826, 'anger': 0.143758}}}}",Energy
54,6/30/20,CVX,"{'usage': {'text_units': 2, 'text_characters': 13090, 'features': 2}, 'sentiment': {'document': {'score': -0.760466, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.729944, 'joy': 0.001769, 'fear': 0.262295, 'disgust': 0.102756, 'anger': 0.221138}}}}",Energy
55,3/31/20,CVX,"{'usage': {'text_units': 2, 'text_characters': 11194, 'features': 2}, 'sentiment': {'document': {'score': 0.360871, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.759337, 'joy': 0.001448, 'fear': 0.252491, 'disgust': 0.105008, 'anger': 0.184577}}}}",Energy
56,6/30/18,CVX,"{'usage': {'text_units': 2, 'text_characters': 11084, 'features': 2}, 'sentiment': {'document': {'score': -0.898878, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.721255, 'joy': 0.002304, 'fear': 0.164993, 'disgust': 0.139532, 'anger': 0.276108}}}}",Energy
57,6/30/19,CVX,"{'usage': {'text_units': 2, 'text_characters': 10673, 'features': 2}, 'sentiment': {'document': {'score': -0.875717, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.7766, 'joy': 0.002191, 'fear': 0.174307, 'disgust': 0.114203, 'anger': 0.222485}}}}",Energy
58,9/30/19,CVX,"{'usage': {'text_units': 2, 'text_characters': 10795, 'features': 2}, 'sentiment': {'document': {'score': -0.875717, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.77872, 'joy': 0.002504, 'fear': 0.186587, 'disgust': 0.114801, 'anger': 0.206449}}}}",Energy
59,3/31/21,FSLR,"{'usage': {'text_units': 2, 'text_characters': 11171, 'features': 2}, 'sentiment': {'document': {'score': -0.727844, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.711528, 'joy': 0.060056, 'fear': 0.178537, 'disgust': 0.025977, 'anger': 0.070062}}}}",Energy
60,9/30/20,FSLR,"{'usage': {'text_units': 2, 'text_characters': 16447, 'features': 2}, 'sentiment': {'document': {'score': -0.997566, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.792923, 'joy': 0.017075, 'fear': 0.214259, 'disgust': 0.062577, 'anger': 0.166074}}}}",Energy
61,6/30/20,FSLR,"{'usage': {'text_units': 2, 'text_characters': 15903, 'features': 2}, 'sentiment': {'document': {'score': -0.994649, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.812766, 'joy': 0.019167, 'fear': 0.168768, 'disgust': 0.056783, 'anger': 0.181025}}}}",Energy
62,3/31/20,FSLR,"{'usage': {'text_units': 2, 'text_characters': 16114, 'features': 2}, 'sentiment': {'document': {'score': -0.88342, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.803445, 'joy': 0.01458, 'fear': 0.159942, 'disgust': 0.064836, 'anger': 0.194992}}}}",Energy
63,6/30/18,FSLR,"{'usage': {'text_units': 2, 'text_characters': 15258, 'features': 2}, 'sentiment': {'document': {'score': -0.994045, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.771813, 'joy': 0.047384, 'fear': 0.111293, 'disgust': 0.072187, 'anger': 0.166865}}}}",Energy
64,3/31/18,FSLR,"{'usage': {'text_units': 2, 'text_characters': 15887, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.751874, 'joy': 0.045571, 'fear': 0.107784, 'disgust': 0.072832, 'anger': 0.202406}}}}",Energy
65,9/30/19,FSLR,"{'usage': {'text_units': 2, 'text_characters': 13490, 'features': 2}, 'sentiment': {'document': {'score': -0.994876, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.818141, 'joy': 0.032647, 'fear': 0.118231, 'disgust': 0.064249, 'anger': 0.153147}}}}",Energy
66,6/30/19,FSLR,"{'usage': {'text_units': 2, 'text_characters': 13225, 'features': 2}, 'sentiment': {'document': {'score': -0.999426, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.824266, 'joy': 0.030934, 'fear': 0.115967, 'disgust': 0.06716, 'anger': 0.150292}}}}",Energy
67,9/30/18,FSLR,"{'usage': {'text_units': 2, 'text_characters': 14757, 'features': 2}, 'sentiment': {'document': {'score': -0.927168, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.723988, 'joy': 0.041854, 'fear': 0.118931, 'disgust': 0.087073, 'anger': 0.209781}}}}",Energy
68,3/31/19,FSLR,"{'usage': {'text_units': 2, 'text_characters': 13099, 'features': 2}, 'sentiment': {'document': {'score': -0.973888, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.801477, 'joy': 0.039838, 'fear': 0.102731, 'disgust': 0.064066, 'anger': 0.148096}}}}",Energy
69,3/31/21,NEE,"{'usage': {'text_units': 2, 'text_characters': 14445, 'features': 2}, 'sentiment': {'document': {'score': -0.601515, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.70004, 'joy': 0.006928, 'fear': 0.354311, 'disgust': 0.070069, 'anger': 0.083839}}}}",Energy
70,9/30/20,NEE,"{'usage': {'text_units': 2, 'text_characters': 14212, 'features': 2}, 'sentiment': {'document': {'score': -0.872736, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.729598, 'joy': 0.015906, 'fear': 0.314804, 'disgust': 0.062996, 'anger': 0.076154}}}}",Energy
71,3/31/20,NEE,"{'usage': {'text_units': 2, 'text_characters': 13725, 'features': 2}, 'sentiment': {'document': {'score': -0.651453, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.741462, 'joy': 0.012834, 'fear': 0.294031, 'disgust': 0.061869, 'anger': 0.083052}}}}",Energy
72,9/30/19,NEE,"{'usage': {'text_units': 2, 'text_characters': 14419, 'features': 2}, 'sentiment': {'document': {'score': -0.872736, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.676286, 'joy': 0.010867, 'fear': 0.407138, 'disgust': 0.063493, 'anger': 0.070661}}}}",Energy
73,6/30/19,NEE,"{'usage': {'text_units': 2, 'text_characters': 13663, 'features': 2}, 'sentiment': {'document': {'score': -0.872736, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.702392, 'joy': 0.009554, 'fear': 0.369707, 'disgust': 0.067131, 'anger': 0.080645}}}}",Energy
74,3/31/19,NEE,"{'usage': {'text_units': 2, 'text_characters': 13467, 'features': 2}, 'sentiment': {'document': {'score': -0.661441, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.716177, 'joy': 0.011946, 'fear': 0.317445, 'disgust': 0.064432, 'anger': 0.084169}}}}",Energy
75,6/30/18,NEE,"{'usage': {'text_units': 2, 'text_characters': 14693, 'features': 2}, 'sentiment': {'document': {'score': -0.807925, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.688821, 'joy': 0.009785, 'fear': 0.35272, 'disgust': 0.070474, 'anger': 0.08486}}}}",Energy
76,3/31/18,NEE,"{'usage': {'text_units': 2, 'text_characters': 13966, 'features': 2}, 'sentiment': {'document': {'score': -0.661441, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.693704, 'joy': 0.011186, 'fear': 0.332252, 'disgust': 0.070887, 'anger': 0.086492}}}}",Energy
77,6/30/20,NEE,"{'usage': {'text_units': 2, 'text_characters': 13679, 'features': 2}, 'sentiment': {'document': {'score': -0.872736, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.732503, 'joy': 0.013262, 'fear': 0.310145, 'disgust': 0.060651, 'anger': 0.078933}}}}",Energy
78,9/30/18,NEE,"{'usage': {'text_units': 2, 'text_characters': 14828, 'features': 2}, 'sentiment': {'document': {'score': -0.807925, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.686561, 'joy': 0.011464, 'fear': 0.351191, 'disgust': 0.068956, 'anger': 0.081302}}}}",Energy
79,9/27/20,SPWR,"{'usage': {'text_units': 2, 'text_characters': 17099, 'features': 2}, 'sentiment': {'document': {'score': -0.973659, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.752181, 'joy': 0.106961, 'fear': 0.166532, 'disgust': 0.025233, 'anger': 0.063193}}}}",Energy
80,6/28/20,SPWR,"{'usage': {'text_units': 2, 'text_characters': 18980, 'features': 2}, 'sentiment': {'document': {'score': -0.879072, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.649608, 'joy': 0.110109, 'fear': 0.20059, 'disgust': 0.04031, 'anger': 0.138076}}}}",Energy
81,3/29/20,SPWR,"{'usage': {'text_units': 2, 'text_characters': 19779, 'features': 2}, 'sentiment': {'document': {'score': -0.942887, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.615762, 'joy': 0.154682, 'fear': 0.166408, 'disgust': 0.037397, 'anger': 0.122158}}}}",Energy
82,9/29/19,SPWR,"{'usage': {'text_units': 2, 'text_characters': 17641, 'features': 2}, 'sentiment': {'document': {'score': -0.989583, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.539293, 'joy': 0.198413, 'fear': 0.212109, 'disgust': 0.022011, 'anger': 0.052781}}}}",Energy
