Date,Adj Close
6/1/2020,215.962006
7/1/2020,286.152008
8/1/2020,498.320007
9/1/2020,429.01001
10/1/2020,388.040009
11/1/2020,567.599976
12/1/2020,705.669983
1/1/2021,793.530029
2/1/2021,675.5
3/1/2021,667.929993
4/1/2021,709.440002
5/1/2021,606.440002
5/25/2021,604.690002
